Event,Site,Date,White,Black,Result,UTCDate,UTCTime,WhiteElo,BlackElo,WhiteRatingDiff,BlackRatingDiff,Variant,TimeControl,ECO,Termination,Moves,WhiteFirstMove,BlackFirstMove,MyResult,MyFirstMove,MyElo,MyOpponentsElo
Rated Bullet game,https://lichess.org/tano7DhK,2020.12.28,OzymandiasS,kavakoglu,1-0,2020/12/28,17:01:52,1739,1746,+6,-5,Standard,60+0,C00,Time forfeit,1. e4 e6 2. d3 d5 3. Nc3 d4 4. Nce2 c5 5. f4 Nf6 6. Nf3 Bd6 7. h3 Bc7 8. g3 b6 9. Bg2 Bb7 10. O-O 1-0,e4,e6,Win,e4,1739,1746
Rated Bullet game,https://lichess.org/Bf9qjHEg,2020.12.27,OzymandiasS,aaa25021991,0-1,2020/12/27,23:55:35,1744,1807,-5,+5,Standard,60+0,B10,Time forfeit,1. e4 c6 2. Nf3 d5 3. exd5 cxd5 4. d4 Nf6 5. Bd3 Bg4 6. O-O Nbd7 7. h3 Bh5 8. c3 e6 9. Be3 Be7 10. Nbd2 O-O 11. Qc2 h6 12. Rfe1 Bxf3 13. Nxf3 Re8 14. Ne5 Nxe5 15. dxe5 Nd7 16. f4 Rc8 17. Bd4 Bc5 18. Bxc5 Rxc5 19. Qf2 Qb6 20. Kh1 Rec8 21. Rab1 a5 22. a3 Qd8 23. b4 axb4 24. cxb4 Rc3 25. Bb5 Nb6 26. Qd4 R3c7 27. Qxb6 Rc2 28. Qxd8+ Rxd8 29. Rbc1 Ra2 30. a4 Rb2 31. Rc7 Rxb4 32. Rxb7 Rc8 33. g4 Rc2 34. Be8 Kh7 35. Rxb4 Rf2 36. Bxf7 Rc2 37. Bxe6 Rc8 38. a5 Rf8 39. Kg1 Rd8 40. Kf2 Rf8 41. Bxd5 Rxf4+ 42. Ke3 Rf8 43. Rb6 Rd8 44. Rb7 Rxd5 45. Rxg7+ Kxg7 46. Ke4 Rd8 0-1,e4,c6,Loss,e4,1744,1807
Rated Bullet game,https://lichess.org/Y1JQqw6A,2020.12.27,Diego_kasparov_Mex,OzymandiasS,0-1,2020/12/27,23:53:20,1806,1737,-7,+7,Standard,60+0,A41,Time forfeit,1. e4 d6 2. d4 e5 3. dxe5 dxe5 4. Qxd8+ Kxd8 5. Nf3 f6 6. Nc3 Bd6 7. Be3 Ne7 8. O-O-O Ke8 9. Nb5 Be6 10. Nxd6+ cxd6 11. Rxd6 Kf7 12. Be2 Nbc6 13. Rhd1 Rhd8 14. Rxd8 Rxd8 15. Rxd8 Nxd8 16. Bb5 a6 17. Ba4 b5 18. Bb3 Bxb3 19. axb3 Ndc6 20. Nh4 Ng6 21. g3 Nxh4 22. gxh4 Na5 23. Kd2 Nc6 24. Kc3 g6 25. h3 Ke6 26. Bc5 f5 27. f3 fxe4 28. fxe4 Na5 29. Be3 Nb7 30. b4 Nd6 31. b3 Nxe4+ 32. Kd3 Ng3 0-1,e4,d6,Win,d6,1737,1806
Rated Bullet game,https://lichess.org/HrLh4hWI,2020.12.27,ivonkavanducasovich,OzymandiasS,1-0,2020/12/27,23:51:23,1714,1743,+6,-6,Standard,60+0,D30,Normal,1. d4 d5 2. c4 e6 3. Nf3 Nf6 4. Bg5 Be7 5. e3 O-O 6. c5 c6 7. Bd3 Nbd7 8. Bc2 h6 9. Bh4 Re8 10. Bg3 Nf8 11. O-O b6 12. b4 bxc5 13. bxc5 Ba6 14. Bd3 Bxd3 15. Qxd3 a5 16. Ne5 Qc8 17. Nd2 Rb8 18. a4 Rb4 19. Rfb1 Rxb1+ 20. Rxb1 Ng6 21. Ndf3 Nxe5 22. Nxe5 Ne4 23. f3 Nxg3 24. hxg3 f6 25. Ng4 Qc7 26. Qg6 Kh8 27. Kh2 Rg8 28. Nxh6 gxh6 29. Qxh6# 1-0,d4,d5,Loss,d5,1743,1714
Rated Bullet game,https://lichess.org/Qh3j2bt2,2020.12.27,Cookieception,OzymandiasS,1-0,2020/12/27,23:50:04,1717,1749,+6,-6,Standard,60+0,B01,Normal,1. e4 d5 2. Bc4 dxc4 3. Nc3 Nf6 4. e5 e6 5. exf6 Qxf6 6. Nf3 Bc5 7. Ne4 Qe7 8. Nxc5 Qxc5 9. d3 cxd3 10. Qxd3 O-O 11. O-O Nc6 12. Ng5 g6 13. Be3 Rd8 14. Ne4 Qe7 15. Qe2 Ne5 16. Bg5 f6 17. Nxf6+ Kh8 18. Qxe5 Rd5 19. Nxd5+ Kg8 20. Nxe7+ 1-0,e4,d5,Loss,d5,1749,1717
Rated Bullet game,https://lichess.org/GVi66OUs,2020.12.27,OzymandiasS,Emaj7,1-0,2020/12/27,23:47:37,1744,1750,+5,-6,Standard,60+0,C42,Normal,1. e4 e5 2. Nf3 Nf6 3. d3 Nc6 4. Be3 Bb4+ 5. c3 Be7 6. Be2 d6 7. O-O O-O 8. Nbd2 h6 9. Re1 Nh7 10. h3 Ng5 11. Nxg5 Bxg5 12. Bxg5 Qxg5 13. Nf1 Bxh3 14. g3 f5 15. Nh2 f4 16. Qd2 Qg6 17. g4 h5 18. f3 hxg4 19. fxg4 Kf7 20. Bf3 Rh8 21. d4 Rh4 22. dxe5 dxe5 23. Qd7+ Ne7 24. Rad1 Rah8 25. Rd5 Bxg4 26. Nxg4 Rxg4+ 27. Bxg4 Qh6 28. Rxe5 Qh2+ 29. Kf1 Qg3 30. Rf5+ Kg6 31. Qe6+ Kh7 32. Rh5# 1-0,e4,e5,Win,e4,1744,1750
Rated Bullet game,https://lichess.org/uT9nqzjC,2020.12.27,Fergal99,OzymandiasS,0-1,2020/12/27,23:45:44,1770,1737,-6,+7,Standard,60+0,C41,Time forfeit,1. e4 d6 2. Nf3 e5 3. d4 g6 4. dxe5 dxe5 5. Qxd8+ Kxd8 6. Bc4 Ke7 7. Nc3 Bg7 8. Nd5+ Kd7 9. Be3 c6 10. Nb4 Ke7 11. O-O-O Nf6 12. Bc5+ Ke8 13. Ng5 Be6 14. Nxe6 fxe6 15. Bxe6 Nxe4 16. Rhe1 Nxc5 0-1,e4,d6,Win,d6,1737,1770
Rated Bullet game,https://lichess.org/zIJ1FSvg,2020.12.27,OzymandiasS,Danoreg,0-1,2020/12/27,23:41:17,1743,1732,-6,+6,Standard,60+0,C20,Normal,1. e4 e5 2. d3 Nc6 3. Nc3 Nf6 4. Bd2 Bc5 5. g3 d6 6. Bg2 Be6 7. Nge2 Qe7 8. O-O O-O-O 9. a3 g5 10. Kh1 h5 11. b4 h4 12. bxc5 hxg3 13. fxg3 Ng4 14. cxd6 Rxh2+ 15. Kg1 Qf8 16. Bf3 Qh6 17. Bxg4 Bxg4 18. dxc7 Qh3 19. cxd8=Q+ Kxd8 20. Bxg5+ Ke8 21. Nf4 Qxg3+ 22. Ng2 Qxg2# 0-1,e4,e5,Loss,e4,1743,1732
Rated Bullet game,https://lichess.org/PPLS5fr5,2020.12.27,OzymandiasS,esi1g,1-0,2020/12/27,23:39:04,1737,1745,+6,-6,Standard,60+0,B44,Normal,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nxc6 bxc6 6. Nc3 Qc7 7. Be3 Nf6 8. Qd2 d5 9. exd5 cxd5 10. O-O-O Be7 11. h3 O-O 12. g4 Rd8 13. g5 Ne4 14. Nxe4 dxe4 15. Qe2 Rxd1+ 16. Qxd1 a5 17. h4 a4 18. Kb1 Ba6 19. Bg2 Bc4 20. h5 Bd5 21. g6 f6 22. gxh7+ Kh8 23. Bh3 Qc4 24. b3 axb3 25. cxb3 Qb5 26. Bf1 Qb4 27. Qd4 Qa3 28. Qb2 Qa5 29. Be2 Qb4 30. Bd2 Qb8 31. Rc1 Ra7 32. Qd4 Qf4 1-0,e4,c5,Win,e4,1737,1745
Rated Bullet game,https://lichess.org/eJaewZ7V,2020.12.27,achava_06,OzymandiasS,0-1,2020/12/27,23:37:53,1726,1732,-6,+5,Standard,60+0,B01,Normal,1. e4 d5 2. exd5 Qxd5 3. Nc3 Qa5 4. Nf3 c6 5. Bc4 Nf6 6. d4 e6 7. O-O Qc7 8. Re1 Be7 9. d5 exd5 10. Rxe7+ Qxe7 11. Bg5 dxc4 12. Qd2 O-O 13. Re1 Qd7 14. Bxf6 Qxd2 15. Nxd2 gxf6 16. Nxc4 Be6 17. Nd6 Nd7 18. Nxb7 Rab8 19. Na5 Rxb2 20. a3 Rxc2 21. Nxc6 Rxc3 22. Ne7+ Kg7 23. h3 0-1,e4,d5,Win,d5,1732,1726
Rated Bullet game,https://lichess.org/U4JG0kUF,2020.12.27,OzymandiasS,LeBonDavid,1-0,2020/12/27,23:35:27,1726,1706,+6,-5,Standard,60+0,B00,Normal,1. e4 f6 2. Nf3 d6 3. d3 e5 4. Nc3 Be7 5. Bd2 g5 6. Be2 h5 7. Be3 g4 8. Nh4 Nh6 9. Qd2 Nf7 10. O-O-O Ng5 11. Nf5 Bxf5 12. exf5 Nc6 13. h4 Nf7 14. g3 a5 15. f4 a4 16. fxe5 Nfxe5 17. Bf4 a3 18. b3 Nb4 19. Kb1 c6 20. Rde1 d5 21. d4 Nf3 22. Bxf3 gxf3 23. Qf2 b5 24. Qxf3 c5 25. Nxb5 Qb6 26. Nc7+ Kf7 27. Nxd5 Qc6 28. Rxe7+ Kf8 29. Nxb4 cxb4 30. Qxc6 Kxe7 31. Re1+ Kf7 32. Qd7+ Kg8 33. Qe6+ Kg7 34. Bd6 Kh6 35. Qxf6+ Kh7 36. Re7+ Kg8 37. Qg6+ Kf8 38. Qf7# 1-0,e4,f6,Win,e4,1726,1706
Rated Bullet game,https://lichess.org/zls7IDNs,2020.12.27,OzymandiasS,loechess,1-0,2020/12/27,23:33:23,1720,1732,+6,-6,Standard,60+0,B00,Time forfeit,1. e4 b6 2. d3 Ba6 3. Nc3 e6 4. Be3 Bb4 5. Ne2 Bxc3+ 6. Nxc3 Nf6 7. Qd2 d5 8. exd5 Nxd5 9. Nxd5 Qxd5 10. f3 O-O 11. Be2 c5 12. O-O Bb7 13. c3 Nd7 14. Bf4 Rad8 15. Rae1 h6 16. Bd1 Nf6 17. Bc2 Rfe8 18. Re5 Qc6 19. Rfe1 Nd5 20. Bg3 Kh8 21. d4 f6 22. Rh5 Re7 23. Be4 f5 24. Bxf5 exf5 25. Rxe7 Qf6 26. Rxb7 Rf8 27. Rxa7 1-0,e4,b6,Win,e4,1720,1732
Rated Bullet game,https://lichess.org/ZlDgMUEV,2020.12.27,OzymandiasS,Stas_83,0-1,2020/12/27,23:30:36,1726,1721,-6,+5,Standard,60+0,C41,Normal,1. e4 e5 2. Nf3 d6 3. Bc4 Bg4 4. d3 Qf6 5. Nbd2 Bxf3 6. Nxf3 Nc6 7. O-O Nd4 8. Nxd4 exd4 9. c3 dxc3 10. bxc3 Ne7 11. Bb2 Qg6 12. f4 Nc6 13. d4 Be7 14. f5 Qh6 15. e5 dxe5 16. dxe5 Rd8 17. Qe2 O-O 18. f6 gxf6 19. exf6 Bc5+ 20. Kh1 Rd6 21. Qg4+ Qg6 22. Qxg6+ hxg6 23. Bb5 Ne5 24. c4 Ng4 25. Ba4 Nf2+ 26. Rxf2 Bxf2 27. Bb3 Bc5 28. Re1 Kh7 29. Re4 Kh6 30. h3 Kg5 31. Rg4+ Kf5 32. Bc2+ Ke6 33. Re4+ Kd7 34. Re7+ Kc6 35. Ba4+ Kb6 36. Rxc7 Rc6 37. Rxc6+ bxc6 38. Bxc6 Kxc6 39. Bc3 Re8 40. a4 Re4 41. Kh2 Rxc4 42. Be5 Re4 43. Bg3 Bd6 44. h4 Bxg3+ 45. Kxg3 Rxa4 46. Kf3 Ra5 47. g4 g5 48. hxg5 Rxg5 49. Kf4 Rg6 50. Kf5 a5 51. g5 a4 52. Kg4 a3 53. Kh5 a2 54. Kg4 a1=Q 55. Kf4 Qc3 56. Kg4 Qc5 57. Kh5 Qxg5# 0-1,e4,e5,Loss,e4,1726,1721
Rated Bullet game,https://lichess.org/FFhpAlNJ,2020.12.27,Lplaflamme,OzymandiasS,1/2-1/2,2020/12/27,23:27:56,1821,1724,-2,+2,Standard,60+0,A41,Normal,1. e4 d6 2. d4 e5 3. dxe5 dxe5 4. Qxd8+ Kxd8 5. Nf3 f6 6. Bc4 Nc6 7. c3 Nge7 8. Be3 Ng6 9. g3 Bd6 10. Nbd2 Ke7 11. O-O-O Be6 12. Bxe6 Kxe6 13. h4 Nge7 14. Nb3 Rad8 15. Bc5 Bxc5 16. Nxc5+ Kf7 17. Nxb7 Rb8 18. Nc5 Rb5 19. b4 a5 20. a3 axb4 21. cxb4 Nd4 22. Nxd4 exd4 23. Rxd4 Nc6 24. Rd7+ Kg6 25. Rxc7 Ne5 26. Rd1 Re8 27. Rdd7 Nxd7 28. Nxd7 Rd8 29. Nc5 Rd3 30. Kc2 Rxa3 31. Ne6 Rf3 32. Rxg7+ Kh6 33. Rf7 Rxb4 34. Nf8 Kh5 35. Rxh7+ Kg4 36. Rg7+ Kh3 37. Rf7 Rxf2+ 38. Kc3 Rxe4 39. Re7 Re3+ 40. Rxe3 Rf5 41. g4+ Kxg4 42. Ne6 Rh5 43. Rg3+ Kxg3 44. Ng7 Kxh4 45. Nxh5 Kg4 46. Nxf6+ 1/2-1/2,e4,d6,Draw,d6,1724,1821
Rated Bullet game,https://lichess.org/HdtWSI2Q,2020.12.27,aegcasanova,OzymandiasS,1-0,2020/12/27,18:30:38,1730,1730,+6,-6,Standard,60+0,B01,Time forfeit,1. e4 d5 2. exd5 e6 3. Nc3 exd5 4. d4 Nf6 5. Nf3 Bd6 6. Bd3 O-O 7. O-O h6 8. h3 b6 9. a3 Bb7 10. Nb5 Nbd7 11. Nxd6 cxd6 12. c3 Rc8 13. Bf4 Qc7 14. Re1 Rfe8 15. Qd2 Nh5 16. Bh2 Ndf6 17. Nh4 Rcd8 18. Nf5 Bc8 19. Rac1 Bxf5 20. Bxf5 Nd7 21. Qd1 Nhf6 22. Qf3 g6 23. Qg3 Kh7 24. Bd3 Nf8 25. b4 a6 26. Bc2 Ng8 27. Rxe8 Rxe8 28. Qxd6 Qxd6 29. Bxd6 Ne6 30. Be5 Ne7 31. Ba4 Nf5 32. Bxe8 Nc5 33. Bxf7 Nd3 34. Bxg6+ Kxg6 35. Ra1 Nb2 36. a4 Ne3 37. Rd1 Nbc4 38. Re1 1-0,e4,d5,Loss,d5,1730,1730
Rated Bullet game,https://lichess.org/3gGKjksP,2020.12.27,OzymandiasS,Jeddak,0-1,2020/12/27,18:20:58,1735,1762,-5,+5,Standard,60+0,C40,Normal,1. e4 c6 2. Nf3 e5 3. d3 d5 4. Nc3 f6 5. exd5 cxd5 6. Bd2 Nc6 7. Be2 Bd6 8. O-O a6 9. a3 Nge7 10. Re1 O-O 11. Bf1 Bd7 12. Ne2 Qc8 13. c3 Bg4 14. Nh4 d4 15. f3 Bh5 16. cxd4 Nxd4 17. Nxd4 exd4 18. Bb4 Bxb4 19. axb4 Nf5 20. Nxf5 Qxf5 21. Qb3+ Kh8 22. Re6 Bf7 23. Rae1 Bxe6 24. Rxe6 Rae8 25. Rxe8 Rxe8 26. Qc4 Qe5 27. Qc1 Qe3+ 28. Qxe3 dxe3 29. Be2 Rc8 30. g3 Rc1+ 31. Kg2 Rc2 32. Kf1 Rxb2 33. f4 Rxb4 34. Bf3 Rb2 35. h4 Rf2+ 36. Ke1 Rxf3 37. Ke2 Rf2+ 38. Kxe3 Rg2 0-1,e4,c6,Loss,e4,1735,1762
Rated Bullet game,https://lichess.org/iDcgYNow,2020.12.27,EDDIE-AMATEUR,OzymandiasS,1-0,2020/12/27,18:18:23,1745,1741,+5,-6,Standard,60+0,A00,Time forfeit,1. e3 d5 2. c3 e6 3. Qb3 Nf6 4. d4 Be7 5. Bd3 O-O 6. Qc2 b6 7. Nf3 h6 8. Ne5 Bb7 9. O-O Nbd7 10. Nxd7 Nxd7 11. Qb3 c5 12. Qc2 c4 13. Be2 b5 14. b3 a5 15. a4 b4 16. bxc4 dxc4 17. Bxc4 bxc3 18. Qxc3 Rc8 19. Qd3 Ne5 20. dxe5 Qxd3 21. Bxd3 Rfd8 22. Bb5 Bb4 23. Ba3 Bc3 24. Ra2 Bxe5 25. Nd2 Bd5 26. Bc4 Bxc4 27. Nxc4 Rxc4 28. Rb1 Rdc8 29. g3 Bc3 30. Bb2 Bxb2 31. Rbxb2 Rc1+ 32. Kg2 R1c4 33. Rb5 Ra8 34. Ra1 Kf8 35. Rb7 Rac8 36. Ra7 R4c5 37. Ra6 Ke7 38. Rb6 Kf6 39. Rb5 Rc2 40. Rxa5 Rxf2+ 41. Kxf2 Rc2+ 42. Kf3 Rc4 43. Ra6 Rf4+ 44. exf4 Kg6 45. a5 1-0,e3,d5,Loss,d5,1741,1745
Rated Bullet game,https://lichess.org/BqdH8IoA,2020.12.27,MzansiBullet,OzymandiasS,0-1,2020/12/27,18:16:25,1753,1735,-6,+6,Standard,60+0,A00,Time forfeit,1. e3 d6 2. c3 e5 3. Qb3 g6 4. Bc4 Qe7 5. Nf3 Bg7 6. d4 exd4 7. cxd4 Nf6 8. Ng5 O-O 9. O-O h6 10. Nf3 Nc6 11. Qd1 b6 12. Be2 Bb7 13. Nc3 Rfe8 14. b3 Qd7 15. Bb2 Rad8 16. Qc2 a6 17. Bd3 Ne7 18. Ne4 Nxe4 19. Bxe4 Bxe4 20. Qxe4 Nf5 21. Qc2 c6 22. Nd2 c5 23. e4 Nxd4 24. Qd1 Ne6 25. f3 Bxb2 26. Rb1 Bg7 27. Nc4 Bd4+ 28. Kh1 b5 0-1,e3,d6,Win,d6,1735,1753
Rated Bullet game,https://lichess.org/e0NwzTAr,2020.12.27,OzymandiasS,FA8,0-1,2020/12/27,18:14:08,1741,1723,-6,+6,Standard,60+0,C41,Normal,1. e4 e5 2. Nf3 d6 3. Bc4 Nc6 4. O-O Nf6 5. d3 Bg4 6. a3 h5 7. Nbd2 Nd4 8. Re1 Qd7 9. Ba2 O-O-O 10. c3 Nxf3+ 11. Nxf3 Be7 12. Bb1 d5 13. exd5 Nxd5 14. Rxe5 Nf6 15. d4 Bd6 16. Rg5 Be6 17. Qe2 Bg4 18. Bc2 Rde8 19. Qd3 Be6 20. Bd2 Nd5 21. Re1 Nf4 22. Bxf4 Bxf4 23. Ne5 Qe7 24. Qb5 Bxg5 25. c4 Bd7 26. Nxd7 Qxd7 27. Rxe8+ Rxe8 28. Qxg5 f6 29. Qd2 g5 30. h3 g4 31. Be4 gxh3 32. gxh3 Qxh3 33. Bg2 Qg4 34. Qh6 Rg8 35. Qxf6 Qxg2# 0-1,e4,e5,Loss,e4,1741,1723
Rated Bullet game,https://lichess.org/l72y8MDt,2020.12.27,anonymus0,OzymandiasS,0-1,2020/12/27,18:11:35,1706,1736,-5,+5,Standard,60+0,B01,Time forfeit,1. e4 d5 2. exd5 Qxd5 3. Nc3 Qa5 4. Be2 c6 5. Bf3 Nf6 6. Nge2 e6 7. d4 Bb4 8. Bd2 O-O 9. O-O Qc7 10. a3 Be7 11. g3 Nbd7 12. Bf4 Bd6 13. Be3 Nb6 14. Ne4 Nxe4 15. Bxe4 Nd5 16. Bd2 f5 17. Bg2 e5 18. c4 Nf6 19. Rc1 e4 20. Nf4 Bd7 21. d5 c5 22. Be3 b6 23. Qd2 Bc8 24. Rfd1 Ba6 25. Ne6 Qd7 26. Nxf8 Rxf8 27. Bf4 Be7 28. b3 Rd8 29. a4 Ng4 30. h3 Nf6 31. Qc3 Kf7 32. Rd2 Bb7 33. Rcd1 a6 34. Kh2 Bd6 35. Bxd6 Qxd6 36. Qe3 Bc8 37. Qf4 g6 38. Qxd6 Rxd6 39. f3 exf3 40. Bxf3 Nh5 41. Bxh5 gxh5 42. Kg2 Bd7 43. Kf3 Rf6 44. Kf4 Rd6 45. Re2 Kf6 46. Rde1 Bc8 0-1,e4,d5,Win,d5,1736,1706
Rated Bullet game,https://lichess.org/NmPZ0nIe,2020.12.27,OzymandiasS,Errdem,0-1,2020/12/27,18:09:13,1741,1761,-5,+6,Standard,60+0,B20,Normal,1. e4 c5 2. d3 Nc6 3. Nc3 g6 4. Be3 Bg7 5. Be2 b6 6. Nf3 Nf6 7. O-O e6 8. Re1 d5 9. exd5 exd5 10. Bg5 d4 11. Ne4 O-O 12. Bf1 Re8 13. Nxf6+ Bxf6 14. Bxf6 Rxe1 15. Qxe1 Qxf6 16. Qd2 Be6 17. Re1 Re8 18. Be2 Qd8 19. Bd1 Bf5 20. a3 Rxe1+ 21. Qxe1 Qd6 22. Qd2 Ne5 23. Nxe5 Qxe5 24. Qe2 Qxe2 25. Bxe2 Kf8 26. f4 Ke7 27. Kf2 Be6 28. h3 f5 29. Kf3 Kd6 30. c3 dxc3 31. bxc3 Kd5 32. Ke3 Kd6 33. Bf3 Kc7 34. d4 cxd4+ 35. cxd4 Kd6 36. Kd3 Bd5 37. Bxd5 Kxd5 38. a4 a6 39. Kc3 b5 40. axb5 axb5 41. Kd3 b4 42. g3 b3 43. Kc3 b2 44. Kxb2 Kxd4 45. Kc2 Ke3 46. g4 fxg4 47. hxg4 Kxf4 48. g5 Kxg5 49. Kd2 h5 0-1,e4,c5,Loss,e4,1741,1761
Rated Bullet game,https://lichess.org/hD7RJ1ZM,2020.12.27,willywonka786,OzymandiasS,0-1,2020/12/27,14:48:43,1697,1736,-5,+5,Standard,60+0,D00,Normal,1. d4 d5 2. Bf4 e6 3. e3 Nf6 4. c3 Bd6 5. Bg3 Bxg3 6. hxg3 O-O 7. Nf3 h6 8. Qc2 Nbd7 9. Ne5 Nxe5 10. dxe5 Ne4 11. Nd2 Nxd2 12. Qxd2 f6 13. exf6 Rxf6 14. Qd4 Qe7 15. Qg4 e5 16. Qa4 Bd7 17. Qb3 c6 18. e4 Be6 19. exd5 Bxd5 20. Bc4 Rd8 21. Bxd5+ Rxd5 22. Rd1 Rd6 23. Rxd5 Rxd5 24. O-O Kh8 25. Rd1 Rxd1+ 26. Qxd1 Kg8 27. Qb3+ Qf7 28. Qc2 b6 29. Qe4 Qd5 30. Qg6 Qxa2 31. Qe8+ Kh7 32. Qxe5 Qxb2 33. Qf5+ Kg8 34. Qf8+ Kxf8 35. g4 Qxc3 0-1,d4,d5,Win,d5,1736,1697
Rated Bullet game,https://lichess.org/YSOZ2OK6,2020.12.27,OzymandiasS,scinerd68,0-1,2020/12/27,14:47:34,1741,1755,-5,+6,Standard,60+0,B40,Normal,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Nc6 6. Be3 Bb4 7. Nxc6 bxc6 8. Bd2 Bxc3 9. Bxc3 Nxe4 10. Bc4 Nxc3 11. bxc3 d5 12. Bd3 O-O 13. O-O e5 14. Qh5 h6 15. Rfe1 e4 16. Be2 Qf6 17. Bg4 Bxg4 18. Qxg4 Qxc3 19. Re3 Qxa1+ 0-1,e4,c5,Loss,e4,1741,1755
Rated Bullet game,https://lichess.org/iys3Kb93,2020.12.27,OzymandiasS,maybe_yes,0-1,2020/12/27,14:45:09,1747,1753,-6,+6,Standard,60+0,C00,Time forfeit,1. e4 e6 2. d3 d5 3. Nc3 c5 4. exd5 exd5 5. Bf4 Nc6 6. Nf3 a6 7. Be2 Nf6 8. O-O Be6 9. Re1 Bd6 10. Bd2 O-O 11. Bf1 h6 12. Ne2 d4 13. c3 Qc7 14. h3 b5 15. Rc1 dxc3 16. bxc3 Ne5 17. Nxe5 Bxe5 18. d4 Bd6 19. dxc5 Bxc5 20. Be3 Qb6 21. Bxc5 Qxc5 22. Qd4 Qc7 23. Nf4 Rad8 24. Qe3 Bxa2 25. Rc2 Rfe8 26. Qf3 Rxe1 27. Rxa2 Rdd1 28. Qa8+ Kh7 29. Qe4+ Rxe4 30. Kh2 Qxf4+ 31. g3 Qe5 32. Bg2 Rf1 33. Bxf1 Re1 34. Bg2 Re2 35. Rxe2 Qxe2 36. Kg1 Qe1+ 0-1,e4,e6,Loss,e4,1747,1753
Rated Bullet game,https://lichess.org/jp4d2B39,2020.12.27,OzymandiasS,lipercentake90,1-0,2020/12/27,14:29:04,1742,1712,+5,-6,Standard,60+0,B00,Time forfeit,1. e4 d6 2. d4 g6 3. e5 Bg7 4. exd6 cxd6 5. Nc3 Nf6 6. Be3 O-O 7. Nf3 a6 8. Bc4 b5 9. Bb3 a5 10. a3 Bb7 11. O-O Ba6 12. Ne2 a4 13. Ba2 Nc6 14. Rc1 b4 15. axb4 Bxe2 16. Qxe2 Nxb4 17. Bb1 a3 18. bxa3 Nbd5 19. c4 Nxe3 20. Qxe3 e5 21. dxe5 dxe5 22. Rfd1 Qc7 23. Qxe5 Qxe5 24. Nxe5 Nh5 25. Nf3 Bh6 26. Rc3 Nf4 27. Rb3 Rfc8 28. Ne5 Ne2+ 29. Kh1 Nf4 30. Ba2 Bg7 31. Re1 Bxe5 32. Rxe5 Ne6 33. g3 1-0,e4,d6,Win,e4,1742,1712
Rated Bullet game,https://lichess.org/U9Hje8Xi,2020.12.27,guitarvin,OzymandiasS,0-1,2020/12/27,14:26:33,1738,1736,-6,+6,Standard,60+0,C34,Time forfeit,1. e4 e5 2. f4 Nc6 3. Nf3 exf4 4. d4 Bb4+ 5. c3 Ba5 6. Bxf4 Nge7 7. Bd3 O-O 8. O-O d6 9. Nbd2 Bg4 10. Qe1 Ng6 11. Bg3 Nce7 12. Rd1 c6 13. h3 Bd7 14. Qf2 Bc7 15. Ng5 f6 16. Ngf3 d5 17. e5 fxe5 18. Bxg6 Nxg6 19. Qe3 exd4 20. Nxd4 Rxf1+ 21. Rxf1 Bxg3 22. Qxg3 Qe7 23. Re1 Qf6 24. Rf1 Qe7 25. N2f3 Rf8 26. Ng5 Rxf1+ 27. Kxf1 Ne5 28. h4 Qf6+ 29. Kg1 Ng4 30. Nge6 Bxe6 31. Nxe6 Qxe6 32. Qb8+ Kf7 0-1,e4,e5,Win,e5,1736,1738
Rated Bullet game,https://lichess.org/6dCn5VUB,2020.12.27,mirlucc,OzymandiasS,0-1,2020/12/27,14:25:38,1744,1730,-9,+6,Standard,60+0,C50,Normal,1. e4 e5 2. Nf3 Nc6 3. Bc4 d6 4. O-O Be6 5. Bb3 Bxb3 6. axb3 Nf6 7. c3 Be7 8. Qc2 O-O 9. d3 h6 10. Be3 Re8 11. Nbd2 Bf8 12. Nc4 Ne7 13. Rad1 c6 14. Qc1 Rc8 15. Bxh6 gxh6 16. Qxh6 Bxh6 0-1,e4,e5,Win,e5,1730,1744
Rated Bullet game,https://lichess.org/Vm7sgTZX,2020.12.27,Demyan_Vagel,OzymandiasS,1-0,2020/12/27,14:23:25,1752,1735,+5,-5,Standard,60+0,B01,Time forfeit,1. e4 d5 2. exd5 Qd6 3. Nc3 Nf6 4. d4 Nxd5 5. Nf3 Nxc3 6. bxc3 e6 7. Bd3 Be7 8. O-O O-O 9. a4 b6 10. Ba3 Qd7 11. Ne5 Qd8 12. Bxe7 Qxe7 13. Qf3 c6 14. Nxc6 Qb7 15. Nxb8 Qxf3 16. gxf3 Rxb8 17. Be4 Bd7 18. a5 bxa5 19. Rxa5 Rfc8 20. Rxa7 Bb5 21. Bd3 Bxd3 22. cxd3 Rxc3 23. Rfa1 h6 24. R7a3 Rc2 25. Kg2 Rbb2 26. Kg3 Rxf2 27. Ra8+ Kh7 28. R1a7 Kg6 29. Rf8 Rg2+ 30. Kf4 f6 31. Raf7 Rxh2 32. Re7 Rh4+ 33. Ke3 Re2+ 34. Kxe2 Rxd4 35. Ke3 Rd5 36. Rxe6 Re5+ 37. Rxe5 fxe5 38. Re8 1-0,e4,d5,Loss,d5,1735,1752
